UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
112532058,650419,2021-03-04 15:21:08,2021-03-04 15:24:23,Poza stacj¹,Aleja Bielany,4
112531862,650437,2021-03-04 15:17:03,2021-03-04 15:24:24,Plac Legionów,Plac Legionów,8
112531846,57913,2021-03-04 15:16:46,2021-03-04 15:24:31,Plac Legionów,Grabiszyñska / Stalowa,8
112531500,650302,2021-03-04 15:09:30,2021-03-04 15:24:37,Pereca / Grabiszyñska,Kamienna / Borowska (Aquapark),16
112531613,650801,2021-03-04 15:11:43,2021-03-04 15:24:39,Szczêœliwa (Sky Tower),PrzyjaŸni / Karkonoska,13
112531760,650793,2021-03-04 15:14:51,2021-03-04 15:24:55,Aleja Hallera / Mielecka,Powstañców Œl¹skich/Orla,11
112531712,650723,2021-03-04 15:14:03,2021-03-04 15:25:21,pl. Orl¹t Lwowskich,Legnicka (Park Magnolia),12
112531989,650368,2021-03-04 15:19:44,2021-03-04 15:25:30,Koœciuszki / Komuny Paryskiej / Zgodna,"Dworzec G³ówny, po³udnie",6
112531885,57754,2021-03-04 15:17:34,2021-03-04 15:25:44,Plac Strzegomski / Poznañska,Plac Jana Paw³a II (Akademia Muzyczna),9
112532237,57913,2021-03-04 15:25:36,2021-03-04 15:26:26,Grabiszyñska / Stalowa,Grabiszyñska / Stalowa,1
112532256,57900,2021-03-04 15:26:03,2021-03-04 15:26:30,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),1
112531707,650681,2021-03-04 15:14:00,2021-03-04 15:26:32,Plac Jana Paw³a II (Akademia Muzyczna),Legnicka (Park Magnolia),13
112531790,651178,2021-03-04 15:15:25,2021-03-04 15:26:33,Janiszewskiego (PWr),Wita Stwosza / Szewska,12
112531475,650062,2021-03-04 15:09:13,2021-03-04 15:26:34,Legnicka (Park Magnolia),Rogowska / Zemska,18
112531839,57051,2021-03-04 15:16:37,2021-03-04 15:26:44,Wita Stwosza / Szewska,Legnicka / Zachodnia ,11
112531729,650835,2021-03-04 15:14:27,2021-03-04 15:26:50,Legnicka / M³odych Techników,Œwidnicka / Pi³sudskiego (Hotel Scandic),13
112531841,57678,2021-03-04 15:16:40,2021-03-04 15:26:58,Plac Powstañców Œl¹skich,"Dworzec G³ówny, po³udnie",11
112532160,651237,2021-03-04 15:23:26,2021-03-04 15:26:59,al. Armii Krajowej / Borowska,al. Armii Krajowej / Borowska,4
112531789,57545,2021-03-04 15:15:25,2021-03-04 15:27:17,Traugutta / Pu³askiego,Kamienna / Tomaszowska,12
112531840,650382,2021-03-04 15:16:39,2021-03-04 15:27:34,Dworzec G³ówny ,Szczêœliwa (Sky Tower),11
112532184,57385,2021-03-04 15:24:03,2021-03-04 15:27:46,Plac Strzegomski / Poznañska,Zachodnia / Poznañska,4
112531532,57084,2021-03-04 15:10:20,2021-03-04 15:28:16,Drobnera / Dubois,Œrubowa / Strzegomska,18
112531550,57844,2021-03-04 15:10:41,2021-03-04 15:28:28,Janiszewskiego (PWr),al. Brücknera / Kwidzyñska,18
112531881,57641,2021-03-04 15:17:27,2021-03-04 15:29:15,Dyrekcyjna / Borowska (Wroclavia),Nyska / Jesionowa,12
112532255,57068,2021-03-04 15:26:02,2021-03-04 15:29:15,Drobnera / Dubois,Drobnera / Dubois,4
112532167,57636,2021-03-04 15:23:44,2021-03-04 15:29:44,Kie³czowska,Gorlicka / Litewska,6
112532067,650105,2021-03-04 15:21:24,2021-03-04 15:29:48,Poza stacj¹,Poza stacj¹,9
112529856,651461,2021-03-04 14:35:20,2021-03-04 15:29:49,Sienkiewicza / Piastowska,Sienkiewicza / Piastowska,55
112529867,57299,2021-03-04 14:35:31,2021-03-04 15:29:58,Sienkiewicza / Piastowska,Sienkiewicza / Piastowska,55
112532065,650352,2021-03-04 15:21:20,2021-03-04 15:30:04,Nowowiejska / Wyszyñskiego,Piaskowa / œw. Ducha,9
112532337,650304,2021-03-04 15:27:54,2021-03-04 15:30:06,al. Armii Krajowej / Tarnogajska,al. Armii Krajowej / Tarnogajska,3
112532292,650275,2021-03-04 15:26:51,2021-03-04 15:30:12,¯migrodzka / Marino,"Paprotna / Obornicka, zajezdnia MPK",4
112531394,57494,2021-03-04 15:07:30,2021-03-04 15:30:27,Rondo Reagana,Legnicka / M³odych Techników,23
112532026,651321,2021-03-04 15:20:33,2021-03-04 15:30:27,Komandorska / Sanocka,al. Armii Krajowej / Borowska,10
112531910,57429,2021-03-04 15:18:07,2021-03-04 15:30:33,Powstañców Œl¹skich (Arkady Wroc³awskie),Powstañcow Œl¹skich / Aleja Hallera,13
112532013,650742,2021-03-04 15:20:19,2021-03-04 15:30:35,Wita Stwosza / Szewska,Plac Strzegomski / Poznañska,11
112529523,650039,2021-03-04 14:28:00,2021-03-04 15:30:37,Powstañców Œl¹skich (Arkady Wroc³awskie),Poza stacj¹,63
112531073,651208,2021-03-04 15:02:05,2021-03-04 15:30:37,Poza stacj¹,Poza stacj¹,29
112531758,651136,2021-03-04 15:14:49,2021-03-04 15:30:52,Fabryczna / Wagonowa,Zaporoska / Gajowicka,17
112531800,650339,2021-03-04 15:15:33,2021-03-04 15:31:00,Pereca / Grabiszyñska,"Dworzec G³ówny, po³udnie",16
112532384,650827,2021-03-04 15:29:06,2021-03-04 15:31:08,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),3
112532269,57858,2021-03-04 15:26:21,2021-03-04 15:31:09,Drobnera / Dubois,Drobnera / Dubois,5
112531877,57451,2021-03-04 15:17:25,2021-03-04 15:31:39,al. Armii Krajowej / Tarnogajska,"Dworzec G³ówny, po³udnie",15
112532230,57218,2021-03-04 15:25:25,2021-03-04 15:31:53,Mickiewicza / pêtla tramwajowa,Marca Polo (Olimpia Port),7
112531927,57980,2021-03-04 15:18:23,2021-03-04 15:32:25,al. Armii Krajowej / Borowska,Œwidnicka / Pi³sudskiego (Hotel Scandic),15
112531990,651244,2021-03-04 15:19:45,2021-03-04 15:32:34,Piaskowa / œw. Ducha,Koœciuszki / Pu³askiego,13
112531983,650940,2021-03-04 15:19:34,2021-03-04 15:32:35,Waniliowa / Cynamonowa,Bezpieczna / Obornicka,14
112532437,650950,2021-03-04 15:30:18,2021-03-04 15:32:42,Drobnera / Plac Bema,Plac Œwiêtego Macieja / Trzebnicka,3
112532329,651307,2021-03-04 15:27:44,2021-03-04 15:32:46,Zwyciêska / Agrestowa,al. Karkonoska / JeŸdziecka,6
112532541,651324,2021-03-04 15:32:39,2021-03-04 15:32:51,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
112532326,651341,2021-03-04 15:27:33,2021-03-04 15:32:53,Zwyciêska / Agrestowa,al. Karkonoska / JeŸdziecka,6
112532290,650699,2021-03-04 15:26:48,2021-03-04 15:33:04,pl. Powstañców Wielkopolskich,Promenady Wroc³awskie,7
112532338,57199,2021-03-04 15:27:54,2021-03-04 15:33:06,Poza stacj¹,Legnicka (Park Magnolia),6
112532535,651129,2021-03-04 15:32:30,2021-03-04 15:33:09,Drobnera / Dubois,Drobnera / Dubois,1
112532273,650906,2021-03-04 15:26:30,2021-03-04 15:33:15,pl. Powstañców Wielkopolskich,Promenady Wroc³awskie,7
112532363,57163,2021-03-04 15:28:31,2021-03-04 15:33:30,Fabryczna / Wagonowa,Legnicka (Park Magnolia),5
112532045,57836,2021-03-04 15:20:54,2021-03-04 15:33:51,Hubska / Prudnicka,Kamienna / Borowska (Aquapark),13
112532060,650176,2021-03-04 15:21:10,2021-03-04 15:33:57,Hubska / Prudnicka,Kamienna / Borowska (Aquapark),13
112532368,651384,2021-03-04 15:28:36,2021-03-04 15:34:00,Hubska / Prudnicka,Kamienna / Borowska (Aquapark),6
112532181,650354,2021-03-04 15:24:00,2021-03-04 15:34:08,Plac Powstañców Œl¹skich,"Dworzec G³ówny, po³udnie",11
112532154,57629,2021-03-04 15:23:20,2021-03-04 15:34:26,Kleciñska / Duñska,Grabiszyñska / Aleja Hallera,12
112532229,57601,2021-03-04 15:25:24,2021-03-04 15:34:31,Aleja Bielany,Czekoladowa / Wa³brzyska,10
112532295,57979,2021-03-04 15:26:54,2021-03-04 15:34:33,Nyska / Piêkna,"Dworzec G³ówny, po³udnie",8
112532382,650090,2021-03-04 15:29:06,2021-03-04 15:34:35,Rondo Reagana,Sienkiewicza / Wyszyñskiego,6
112532354,650956,2021-03-04 15:28:20,2021-03-04 15:34:41,Otyñska,Œrubowa / Strzegomska,7
112532038,650209,2021-03-04 15:20:47,2021-03-04 15:34:52,Œlê¿na / pêtla tramwajowa,al. Armii Krajowej / Borowska,15
112532357,57964,2021-03-04 15:28:23,2021-03-04 15:35:03,Lotnicza / Na Ostatnim Groszu,Lotnicza / Metalowców,7
112532159,57160,2021-03-04 15:23:26,2021-03-04 15:35:07,Dworzec G³ówny ,Wyszyñskiego / Szczytnicka,12
112531650,651172,2021-03-04 15:12:39,2021-03-04 15:35:21,Plac Grunwaldzki / Polaka,Grabiszyñska / Stalowa,23
112531958,650686,2021-03-04 15:18:59,2021-03-04 15:35:32,Lotnicza / Na Ostatnim Groszu,Œrubowa / Strzegomska,17
112532399,57084,2021-03-04 15:29:24,2021-03-04 15:35:36,Œrubowa / Strzegomska,Legnicka / M³odych Techników,7
112532149,57060,2021-03-04 15:23:14,2021-03-04 15:35:39,Kleciñska / Duñska,Grabiszyñska / Aleja Hallera,13
112532005,651392,2021-03-04 15:20:04,2021-03-04 15:35:40,Pereca / Grabiszyñska,Szewska / Kazimierza Wielkiego ,16
112530398,651070,2021-03-04 14:47:16,2021-03-04 15:35:44,Szczêœliwa (Sky Tower),¯migrodzka / Broniewskiego,49
112531974,57874,2021-03-04 15:19:17,2021-03-04 15:35:46,Poza stacj¹,Plac Strzegomski / Poznañska,17
112532126,57065,2021-03-04 15:22:43,2021-03-04 15:36:17,Bardzka / Piêkna,Traugutta / Pu³askiego,14
112531886,650489,2021-03-04 15:17:37,2021-03-04 15:36:24,Powstañców Œl¹skich/Orla,Plac Koœciuszki (Renoma),19
112532700,57443,2021-03-04 15:35:46,2021-03-04 15:36:35,Legnicka / M³odych Techników,Legnicka / M³odych Techników,1
112532495,651136,2021-03-04 15:31:32,2021-03-04 15:36:38,Zaporoska / Gajowicka,Poza stacj¹,6
112532542,57426,2021-03-04 15:32:40,2021-03-04 15:36:38,#Magazyn Wroc³aw 2020/21,#Magazyn Wroc³aw 2020/21,4
112532464,650380,2021-03-04 15:30:50,2021-03-04 15:36:50,Pereca / Grabiszyñska,Plac Legionów,6
112532546,57126,2021-03-04 15:32:45,2021-03-04 15:36:50,Centrum Handlowe Auchan Bielany,Poza stacj¹,5
112530942,57201,2021-03-04 14:58:48,2021-03-04 15:36:51,Drobnera / Dubois,Zaporoska / Wielka / Krucza,39
112532447,57102,2021-03-04 15:30:28,2021-03-04 15:36:51,Pereca / Grabiszyñska,Plac Legionów,7
112532373,651135,2021-03-04 15:28:45,2021-03-04 15:37:03,al. Armii Krajowej / Borowska,al. Armii Krajowej / Bardzka,9
112532189,651370,2021-03-04 15:24:15,2021-03-04 15:37:04,Poza stacj¹,Graniczna / Strzegomska,13
112531592,650020,2021-03-04 15:11:27,2021-03-04 15:37:19,Rynek,Rynek,26
112532480,650039,2021-03-04 15:31:17,2021-03-04 15:37:29,Poza stacj¹,Poza stacj¹,7
112532336,57809,2021-03-04 15:27:52,2021-03-04 15:37:56,Gliniana / Gajowa,Œlê¿na / Aleja Wiœniowa,11
112532241,650251,2021-03-04 15:25:45,2021-03-04 15:38:25,al. Brücknera / Kwidzyñska,Rondo Reagana,13
112532387,57624,2021-03-04 15:29:13,2021-03-04 15:38:32,Mi³oszycka / Swojczycka ,Strachociñska / Wieœniacza,10
112532224,650545,2021-03-04 15:25:18,2021-03-04 15:38:39,Powstañców Œl¹skich (Arkady Wroc³awskie),Nyska / Jesionowa,14
112531471,650137,2021-03-04 15:09:07,2021-03-04 15:38:42,Œlê¿na / Skierniewicka,Legnicka / M³odych Techników,30
112531919,57255,2021-03-04 15:18:18,2021-03-04 15:38:45,Promenady Wroc³awskie,Promenady Wroc³awskie,21
112531860,650148,2021-03-04 15:17:02,2021-03-04 15:38:54,Czekoladowa / Wa³brzyska,al. Armii Krajowej / Borowska,22
112532555,57332,2021-03-04 15:32:54,2021-03-04 15:38:54,Plac Uniwersytecki (UWr),Drobnera / Dubois,6
112531619,650676,2021-03-04 15:11:52,2021-03-04 15:39:16,¯ernicka,Maœlicka / Stodolna,28
112531994,650422,2021-03-04 15:19:52,2021-03-04 15:39:33,Poza stacj¹,Poza stacj¹,20
112532366,57813,2021-03-04 15:28:34,2021-03-04 15:39:35,Rondo Reagana,Nowowiejska / Jednoœci Narodowej,12
112532071,650894,2021-03-04 15:21:30,2021-03-04 15:39:48,Partyzantów / Okrzei,Partyzantów / Okrzei,19
112532629,57880,2021-03-04 15:34:14,2021-03-04 15:39:54,Hubska / Prudnicka,al. Armii Krajowej / Bardzka,6
112532510,57699,2021-03-04 15:31:56,2021-03-04 15:40:10,Plac Jana Paw³a II (Akademia Muzyczna),Stacyjna (Dworzec Miko³ajów),9
112532143,650806,2021-03-04 15:23:08,2021-03-04 15:40:21,Piaskowa / œw. Ducha,Legnicka (Park Magnolia),18
112532361,57727,2021-03-04 15:28:30,2021-03-04 15:40:36,al. Armii Krajowej / Bardzka,Koœciuszki / Komuny Paryskiej / Zgodna,13
112532588,650108,2021-03-04 15:33:24,2021-03-04 15:40:44,Drobnera / Dubois,Wyszyñskiego / Szczytnicka,8
112532552,57068,2021-03-04 15:32:51,2021-03-04 15:40:46,Drobnera / Dubois,Wyszyñskiego / Szczytnicka,8
112532309,650490,2021-03-04 15:27:12,2021-03-04 15:41:00,Dyrekcyjna / Borowska (Wroclavia),Œwieradowska (Ferio Gaj ),14
112532289,650729,2021-03-04 15:26:47,2021-03-04 15:41:02,¯migrodzka / Broniewskiego,al. Brücknera / Kwidzyñska,15
112532617,650480,2021-03-04 15:34:02,2021-03-04 15:41:22,Szczêœliwa (Sky Tower),Pereca / Grabiszyñska,8
112532949,651382,2021-03-04 15:41:13,2021-03-04 15:41:23,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),1
112532525,650105,2021-03-04 15:32:21,2021-03-04 15:41:24,Poza stacj¹,Poza stacj¹,10
112532876,651304,2021-03-04 15:39:37,2021-03-04 15:41:40,Zwyciêska / Agrestowa,Zwyciêska / Agrestowa,3
112532259,57020,2021-03-04 15:26:04,2021-03-04 15:41:47,"Dworzec G³ówny, po³udnie",Poniatowskiego / Oleœnicka,16
112532279,650690,2021-03-04 15:26:34,2021-03-04 15:41:52,Rondo Reagana,Olszewskiego / Spó³dzielcza,16
112532660,57782,2021-03-04 15:34:46,2021-03-04 15:41:52,PrzyjaŸni / Karkonoska,Œlê¿na / pêtla tramwajowa,8
112532432,650531,2021-03-04 15:30:09,2021-03-04 15:42:16,Fabryczna / Wagonowa,Grabiszyñska / Magazynierska (Corte Verona),13
112532764,57890,2021-03-04 15:37:10,2021-03-04 15:42:17,Grota-Roweckiego/Iwaszkiewicza,Poza stacj¹,6
112532944,57160,2021-03-04 15:41:05,2021-03-04 15:42:26,Wyszyñskiego / Szczytnicka,Wyszyñskiego / Szczytnicka,2
112532741,57165,2021-03-04 15:36:41,2021-03-04 15:42:47,¯migrodzka / Broniewskiego,Kasprowicza / Syrokomli,7
112532245,57519,2021-03-04 15:25:53,2021-03-04 15:43:01,Poza stacj¹,Hubska / Prudnicka,18
112532285,651128,2021-03-04 15:26:39,2021-03-04 15:43:02,Kazimierza Wielkiego (Helios),"Grochowa / Jemio³owa,",17
112533000,651388,2021-03-04 15:42:05,2021-03-04 15:43:08,al. Brücknera / Kwidzyñska,al. Brücknera / Kwidzyñska,2
112532567,651144,2021-03-04 15:33:04,2021-03-04 15:43:22,Lotnicza / Na Ostatnim Groszu,Kleciñska / Duñska,11
112532471,650721,2021-03-04 15:31:08,2021-03-04 15:43:33,"Dworzec G³ówny, po³udnie",al. Armii Krajowej / Bardzka,13
112532516,650910,2021-03-04 15:32:06,2021-03-04 15:43:33,Konduktorska,Poza stacj¹,12
112532684,57601,2021-03-04 15:35:17,2021-03-04 15:43:45,Czekoladowa / Wa³brzyska,Solskiego / al. Piastów,9
112532704,650919,2021-03-04 15:35:58,2021-03-04 15:43:49,Plac Strzegomski / Poznañska,Legnicka (Park Magnolia),8
112532902,650422,2021-03-04 15:40:19,2021-03-04 15:44:02,Poza stacj¹,Szewska / Kazimierza Wielkiego ,4
112532485,650227,2021-03-04 15:31:23,2021-03-04 15:44:04,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),Nowowiejska / Wyszyñskiego,13
112532874,650022,2021-03-04 15:39:35,2021-03-04 15:44:13,Janiszewskiego (PWr),Sienkiewicza / Piastowska,5
112532252,651066,2021-03-04 15:26:00,2021-03-04 15:44:19,Grabiszyñska / Stalowa,Œlê¿na / Kamienna (Uniw. Ekonomiczny),19
112533145,57896,2021-03-04 15:44:38,2021-03-04 15:44:48,Opolska / pêtla tramwajowa,Opolska / pêtla tramwajowa,1
112532225,651170,2021-03-04 15:25:18,2021-03-04 15:45:04,pl. Orl¹t Lwowskich,Strzegomska / Estoñska,20
112532530,650917,2021-03-04 15:32:26,2021-03-04 15:45:07,al. Armii Krajowej / Tarnogajska,Borowska (Uniw. Szpital Kliniczny),13
112532732,651244,2021-03-04 15:36:26,2021-03-04 15:45:07,Koœciuszki / Pu³askiego,Hubska / Prudnicka,9
112532854,650818,2021-03-04 15:39:09,2021-03-04 15:45:20,¯migrodzka / Marino,Ba³tycka / ¯migrodzka,7
112532823,651070,2021-03-04 15:38:26,2021-03-04 15:45:23,¯migrodzka / Broniewskiego,Kamieñskiego / Jutrosiñska,7
112532362,650610,2021-03-04 15:28:31,2021-03-04 15:45:47,Pereca / Grabiszyñska,Drobnera / Plac Bema,18
112532702,57239,2021-03-04 15:35:50,2021-03-04 15:45:54,Plac Dominikañski (Galeria Dominikañska),Koœciuszki / Komuny Paryskiej / Zgodna,11
112531432,650592,2021-03-04 15:08:12,2021-03-04 15:45:58,al. Poprzeczna / stacja kolejowa,al. Kochanowskiego / Œniadeckich ,38
112531654,650574,2021-03-04 15:12:42,2021-03-04 15:46:25,al. Poprzeczna / stacja kolejowa,al. Kochanowskiego / Œniadeckich ,34
112532724,57060,2021-03-04 15:36:17,2021-03-04 15:46:25,Grabiszyñska / Aleja Hallera,Oporów (pêtla tramwajowa),11
112533058,650835,2021-03-04 15:43:00,2021-03-04 15:46:27,Œwidnicka / Pi³sudskiego (Hotel Scandic),Plac Legionów,4
112530429,57764,2021-03-04 14:47:43,2021-03-04 15:46:38,Plac Powstañców Œl¹skich,Plac Grunwaldzki (DS O³ówek),59
112530383,651100,2021-03-04 14:46:55,2021-03-04 15:46:41,Plac Powstañców Œl¹skich,Plac Grunwaldzki (DS O³ówek),60
112532633,650497,2021-03-04 15:34:20,2021-03-04 15:46:42,Plac Dominikañski (Galeria Dominikañska),Rondo Reagana,13
112532718,57629,2021-03-04 15:36:11,2021-03-04 15:46:43,Grabiszyñska / Aleja Hallera,Oporów (pêtla tramwajowa),11
112532686,57456,2021-03-04 15:35:19,2021-03-04 15:47:11,Lotnicza / Na Ostatnim Groszu,Hermanowska / Ko³obrzeska,12
112532678,57591,2021-03-04 15:35:08,2021-03-04 15:47:27,Plac Uniwersytecki (UWr),Poza stacj¹,13
112532390,650762,2021-03-04 15:29:14,2021-03-04 15:47:29,Plac Uniwersytecki (UWr),Poza stacj¹,19
112532627,650655,2021-03-04 15:34:13,2021-03-04 15:47:52,Œlê¿na / pêtla tramwajowa,Grota-Roweckiego / Parafialna,14
112532887,650902,2021-03-04 15:39:50,2021-03-04 15:47:52,Powstañców Œl¹skich (Arkady Wroc³awskie),Rynek,9
112532884,650444,2021-03-04 15:39:47,2021-03-04 15:48:02,Drobnera / Dubois,Reymonta / Kleczkowska,9
112532610,57470,2021-03-04 15:33:45,2021-03-04 15:48:06,Marca Polo (Olimpia Port),Mi³oszycka / Swojczycka ,15
112532572,57675,2021-03-04 15:33:10,2021-03-04 15:48:07,Bezpieczna / Obornicka,Plac Jana Paw³a II (Akademia Muzyczna),15
112532598,57218,2021-03-04 15:33:35,2021-03-04 15:48:08,Marca Polo (Olimpia Port),Mi³oszycka / Swojczycka ,15
112532992,650508,2021-03-04 15:41:55,2021-03-04 15:48:18,Strzegomska / Estoñska,Kleciñska / Duñska,7
112530292,650911,2021-03-04 14:44:49,2021-03-04 15:48:22,al. Kochanowskiego / Kopernika,Wróblewskiego (ZOO),64
112531879,650768,2021-03-04 15:17:25,2021-03-04 15:48:33,Powstañców Œl¹skich (Arkady Wroc³awskie),Moœcickiego / Chiñska ,32
112532981,57661,2021-03-04 15:41:43,2021-03-04 15:48:34,Powstañców Œl¹skich (Arkady Wroc³awskie),Zaporoska / Wielka / Krucza,7
112532626,57052,2021-03-04 15:34:13,2021-03-04 15:48:36,Fabryczna / Wagonowa,Jagie³³y / Dmowskiego ,15
112532870,650352,2021-03-04 15:39:26,2021-03-04 15:48:38,Piaskowa / œw. Ducha,Nowowiejska / Wyszyñskiego,10
112532975,650360,2021-03-04 15:41:39,2021-03-04 15:48:54,Boguszowska / Kosmonautów,Wojanowska / Arbuzowa ,8
112533122,57409,2021-03-04 15:44:07,2021-03-04 15:49:17,Norwida / Wyspiañskiego (PWr),Plac Grunwaldzki / Polaka,6
112532413,650996,2021-03-04 15:29:43,2021-03-04 15:49:18,Buforowa - Vivaldiego,Konduktorska,20
112532873,651078,2021-03-04 15:39:35,2021-03-04 15:49:24,Poza stacj¹,Legnicka / Wejherowska,10
112533062,651057,2021-03-04 15:43:00,2021-03-04 15:49:26,Otyñska,Strzegomska / Estoñska,7
112532400,57912,2021-03-04 15:29:24,2021-03-04 15:49:27,Buforowa - Vivaldiego,Konduktorska,21
112532927,650894,2021-03-04 15:40:43,2021-03-04 15:50:03,Partyzantów / Okrzei,Wróblewskiego (ZOO),10
112533050,650208,2021-03-04 15:42:52,2021-03-04 15:50:09,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,8
112533233,651306,2021-03-04 15:46:25,2021-03-04 15:50:09,Poza stacj¹,al. Armii Krajowej / Bardzka,4
112530940,650305,2021-03-04 14:58:46,2021-03-04 15:50:16,Stab³owicka / G³ówna ,Mr¹gowska / Rolna,52
112530931,650992,2021-03-04 14:58:38,2021-03-04 15:50:23,Stab³owicka / G³ówna ,Mr¹gowska / Rolna,52
112532996,57699,2021-03-04 15:41:58,2021-03-04 15:50:29,Stacyjna (Dworzec Miko³ajów),Otyñska,9
112532643,650025,2021-03-04 15:34:27,2021-03-04 15:50:32,al. Karkonoska / JeŸdziecka,Œlê¿na / Aleja Wiœniowa,17
112532454,650441,2021-03-04 15:30:38,2021-03-04 15:50:36,Powstañców Œl¹skich/Orla,Powstañców Œl¹skich (Arkady Wroc³awskie),20
112533141,57104,2021-03-04 15:44:31,2021-03-04 15:50:45,Rynek,Piaskowa / œw. Ducha,7
112533226,57502,2021-03-04 15:46:21,2021-03-04 15:51:02,Grabiszyñska / Stalowa,Grabiszyñska / Magazynierska (Corte Verona),5
112532788,57290,2021-03-04 15:37:37,2021-03-04 15:51:11,Jagie³³y / Dmowskiego ,Dyrekcyjna / Borowska (Wroclavia),14
112532479,57592,2021-03-04 15:31:17,2021-03-04 15:51:49,Traugutta / Koœciuszki,al. Kochanowskiego / Kopernika,21
112532571,57605,2021-03-04 15:33:08,2021-03-04 15:52:01,Krucza / Mielecka / Stalowa,Plac Dominikañski (Galeria Dominikañska),19
112531525,57482,2021-03-04 15:10:08,2021-03-04 15:52:15,Œwidnicka / Pi³sudskiego (Hotel Scandic),Rogowska/Sukielicka,43
112533295,650449,2021-03-04 15:47:43,2021-03-04 15:52:42,Wita Stwosza / Szewska,Fosa Miejska ,5
112533127,650343,2021-03-04 15:44:10,2021-03-04 15:53:19,Œlê¿na / Aleja Wiœniowa,Poza stacj¹,10
112532801,650555,2021-03-04 15:37:52,2021-03-04 15:53:28,Legnicka / Wejherowska,Lotnicza / Na Ostatnim Groszu,16
112532871,650079,2021-03-04 15:39:28,2021-03-04 15:53:30,Nowowiejska / Górnickiego,Nowowiejska / Górnickiego,15
112533487,650109,2021-03-04 15:51:24,2021-03-04 15:53:32,Zaporoska / Wielka / Krucza,Zaporoska / Wielka / Krucza,3
112532806,57103,2021-03-04 15:38:00,2021-03-04 15:53:33,Legnicka / Wejherowska,Lotnicza / Na Ostatnim Groszu,16
112533330,650756,2021-03-04 15:48:19,2021-03-04 15:53:48,Grota-Roweckiego / Parafialna,Kutrzeby / Hubala,6
112533103,650218,2021-03-04 15:43:40,2021-03-04 15:54:00,Gazowa / Miêdzyleska,Œwieradowska (Ferio Gaj ),11
112532877,650251,2021-03-04 15:39:38,2021-03-04 15:54:12,Rondo Reagana,Dworzec G³ówny ,15
112533326,650364,2021-03-04 15:48:16,2021-03-04 15:54:22,Zwyciêska / Agrestowa,al. Karkonoska / JeŸdziecka,7
112533340,650957,2021-03-04 15:48:31,2021-03-04 15:54:27,"Dworzec G³ówny, po³udnie",Koœciuszki / Komuny Paryskiej / Zgodna,6
112532978,650006,2021-03-04 15:41:42,2021-03-04 15:54:34,Szczêœliwa (Sky Tower),al. Armii Krajowej / Bardzka,13
112532781,651136,2021-03-04 15:37:29,2021-03-04 15:54:47,Poza stacj¹,Zaporoska / Gajowicka,18
112532831,57354,2021-03-04 15:38:40,2021-03-04 15:55:19,Grabiszyñska / Aleja Hallera,Plac Dominikañski (Galeria Dominikañska),17
112533026,57621,2021-03-04 15:42:31,2021-03-04 15:55:24,Kazimierza Wielkiego (Helios),Traugutta / Koœciuszki,13
112533354,650647,2021-03-04 15:48:46,2021-03-04 15:55:26,Oporów (pêtla tramwajowa),Solskiego / al. Piastów,7
